Retailer,State,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Order Month
West Gear,Nevada,Men's Athletic Footwear,56.0,208,1165,338,Outlet,2020,2020-02
Walmart,Florida,Men's Apparel,68.0,208,1414,311,Outlet,2021,2021-07
Foot Locker,Virginia,Women's Street Footwear,58.0,208,1206,446,Outlet,2021,2021-06
Foot Locker,Virginia,Women's Street Footwear,62.0,208,1290,490,Outlet,2021,2021-07
West Gear,Utah,Men's Street Footwear,21.0,208,437,188,Outlet,2021,2021-06
West Gear,Oregon,Women's Street Footwear,53.0,208,1102,430,Outlet,2021,2021-06
West Gear,Louisiana,Women's Apparel,81.0,208,1685,691,Outlet,2021,2021-07
Kohl's,New Mexico,Men's Athletic Footwear,44.0,208,915,403,Outlet,2021,2021-08
Sports Direct,Michigan,Men's Street Footwear,48.0,207,994,606,Online,2021,2021-05
Amazon,Ohio,Men's Street Footwear,42.0,207,869,435,Online,2021,2021-05
Foot Locker,New York,Women's Athletic Footwear,44.0,206,906,444,Online,2020,2020-01
Walmart,Texas,Women's Street Footwear,47.0,206,968,465,Online,2020,2020-10
West Gear,California,Women's Street Footwear,64.0,206,1318,725,Online,2021,2021-01
West Gear,Florida,Men's Athletic Footwear,54.0,206,1112,545,Online,2020,2020-04
Sports Direct,Tennessee,Men's Athletic Footwear,43.0,206,886,514,Online,2021,2021-04
Sports Direct,Alabama,Men's Street Footwear,44.0,206,906,580,Online,2021,2021-09
Walmart,Florida,Men's Athletic Footwear,77.0,206,1586,555,Online,2021,2021-08
Sports Direct,Michigan,Men's Street Footwear,52.0,206,1071,664,Online,2021,2021-06
Foot Locker,Georgia,Men's Athletic Footwear,37.0,206,762,343,Online,2021,2021-01
Foot Locker,South Carolina,Women's Apparel,74.0,206,1524,960,Online,2021,2021-11
Walmart,Texas,Men's Apparel,36.0,206,742,267,Outlet,2020,2020-09
Kohl's,California,Women's Street Footwear,38.0,206,783,368,Outlet,2021,2021-04
Kohl's,California,Women's Apparel,43.0,206,886,195,Outlet,2021,2021-04
Sports Direct,Alabama,Men's Street Footwear,16.0,206,330,155,Outlet,2021,2021-08
Sports Direct,Alabama,Men's Street Footwear,38.0,206,783,431,Outlet,2021,2021-09
Kohl's,New Mexico,Men's Street Footwear,37.0,206,762,320,Outlet,2021,2021-09
Walmart,Mississippi,Women's Apparel,42.0,206,865,476,Outlet,2021,2021-08
Sports Direct,Mississippi,Men's Street Footwear,22.0,206,453,199,Outlet,2021,2021-11
Walmart,Arkansas,Men's Street Footwear,15.0,206,309,145,Outlet,2021,2021-03
West Gear,Arkansas,Men's Street Footwear,18.0,206,371,163,Outlet,2021,2021-02
Sports Direct,Connecticut,Men's Street Footwear,40.0,206,824,387,Outlet,2021,2021-06
Sports Direct,Texas,Women's Athletic Footwear,30.0,204,612,294,Outlet,2020,2020-08
Walmart,Texas,Women's Athletic Footwear,36.0,204,734,345,Outlet,2020,2020-09
West Gear,California,Women's Athletic Footwear,48.0,204,979,313,Outlet,2020,2020-12
Kohl's,California,Men's Apparel,46.0,204,938,535,Outlet,2021,2021-05
West Gear,Nevada,Men's Athletic Footwear,46.0,204,938,253,Outlet,2020,2020-02
Sports Direct,Tennessee,Women's Street Footwear,14.0,204,286,131,Outlet,2021,2021-04
Sports Direct,Tennessee,Women's Street Footwear,37.0,204,755,355,Outlet,2021,2021-05
West Gear,Florida,Women's Street Footwear,64.0,204,1306,431,Outlet,2021,2021-12
West Gear,Florida,Women's Athletic Footwear,58.0,204,1183,402,Outlet,2021,2021-12
West Gear,Florida,Women's Street Footwear,23.0,204,469,150,Outlet,2021,2021-02
West Gear,Utah,Women's Apparel,32.0,204,653,359,Outlet,2021,2021-07
West Gear,Oregon,Women's Apparel,78.0,204,1591,557,Outlet,2021,2021-07
Sports Direct,Georgia,Men's Street Footwear,31.0,204,632,291,Outlet,2021,2021-09
Walmart,Arkansas,Men's Street Footwear,19.0,204,388,174,Outlet,2021,2021-04
Kohl's,Oklahoma,Men's Street Footwear,18.0,204,367,147,Outlet,2021,2021-02
Sports Direct,Texas,Women's Apparel,34.0,203,690,442,Online,2020,2020-07
Sports Direct,Texas,Women's Street Footwear,34.0,203,690,317,Online,2020,2020-08
Walmart,Texas,Women's Athletic Footwear,38.0,203,771,440,Online,2020,2020-08
Walmart,Texas,Women's Athletic Footwear,48.0,203,974,536,Online,2020,2020-10
West Gear,California,Women's Street Footwear,55.0,203,1117,525,Online,2020,2020-11
West Gear,California,Men's Athletic Footwear,62.0,203,1259,378,Online,2020,2020-12
West Gear,California,Women's Apparel,72.0,203,1462,395,Online,2020,2020-12
West Gear,California,Women's Athletic Footwear,53.0,203,1076,377,Online,2021,2021-01
West Gear,California,Women's Athletic Footwear,51.0,203,1035,373,Online,2021,2021-02
Kohl's,California,Men's Street Footwear,32.0,203,650,331,Online,2021,2021-02
Kohl's,California,Women's Street Footwear,48.0,203,974,536,Online,2021,2021-04
Kohl's,California,Women's Apparel,59.0,203,1198,359,Online,2021,2021-04
Sports Direct,Texas,Women's Street Footwear,59.0,203,1198,635,Online,2021,2021-09
Sports Direct,Texas,Women's Apparel,48.0,203,974,682,Online,2021,2021-10
West Gear,Colorado,Men's Street Footwear,59.0,203,1198,623,Online,2020,2020-05
West Gear,Florida,Women's Street Footwear,32.0,203,650,260,Online,2020,2020-04
Sports Direct,Florida,Women's Street Footwear,47.0,203,954,372,Online,2020,2020-10
Kohl's,Montana,Men's Street Footwear,37.0,203,751,443,Online,2021,2021-02
Kohl's,Montana,Men's Street Footwear,42.0,203,853,495,Online,2021,2021-02
Sports Direct,Nebraska,Men's Street Footwear,19.0,203,386,204,Online,2021,2021-08
Sports Direct,Alabama,Men's Street Footwear,9.0,203,183,108,Online,2021,2021-08
Sports Direct,Alabama,Women's Apparel,43.0,203,873,628,Online,2021,2021-08
Sports Direct,Alabama,Men's Street Footwear,43.0,203,873,480,Online,2021,2021-08
Sports Direct,Alabama,Men's Athletic Footwear,49.0,203,995,557,Online,2021,2021-09
Sports Direct,Alabama,Women's Apparel,68.0,203,1380,1104,Online,2021,2021-10
Walmart,Florida,Men's Athletic Footwear,64.0,203,1299,455,Online,2021,2021-06
Foot Locker,Virginia,Men's Athletic Footwear,81.0,203,1644,822,Online,2021,2021-07
Sports Direct,Virginia,Men's Street Footwear,34.0,203,690,421,Online,2021,2021-01
Foot Locker,Missouri,Men's Street Footwear,36.0,203,731,402,Online,2021,2021-07
Foot Locker,Missouri,Men's Street Footwear,38.0,203,771,386,Online,2021,2021-08
West Gear,Utah,Men's Street Footwear,33.0,203,670,335,Online,2021,2021-08
West Gear,Utah,Men's Street Footwear,39.0,203,792,435,Online,2021,2021-12
West Gear,Louisiana,Women's Street Footwear,83.0,203,1685,927,Online,2021,2021-06
West Gear,Louisiana,Men's Athletic Footwear,92.0,203,1868,1027,Online,2021,2021-07
West Gear,Idaho,Men's Street Footwear,18.0,203,365,183,Online,2021,2021-05
Kohl's,New Mexico,Men's Street Footwear,52.0,203,1056,507,Online,2021,2021-06
Kohl's,New Mexico,Men's Street Footwear,54.0,203,1096,515,Online,2021,2021-07
Sports Direct,Georgia,Men's Street Footwear,50.0,203,1015,558,Online,2021,2021-12
Foot Locker,Georgia,Women's Athletic Footwear,34.0,203,690,304,Online,2021,2021-01
Sports Direct,North Carolina,Women's Apparel,29.0,203,589,353,Online,2021,2021-02
Sports Direct,North Carolina,Women's Apparel,51.0,203,1035,642,Online,2021,2021-05
Sports Direct,North Carolina,Women's Athletic Footwear,52.0,203,1056,538,Online,2021,2021-07
Sports Direct,North Carolina,Women's Apparel,41.0,203,832,508,Online,2021,2021-09
Walmart,Mississippi,Men's Street Footwear,47.0,203,954,515,Online,2021,2021-09
Walmart,Arkansas,Men's Street Footwear,36.0,203,731,365,Online,2021,2021-06
West Gear,Arkansas,Men's Street Footwear,67.0,203,1360,748,Online,2021,2021-12
Sports Direct,Texas,Men's Street Footwear,21.0,203,426,166,Outlet,2021,2021-08
Sports Direct,Texas,Men's Athletic Footwear,38.0,203,771,363,Outlet,2021,2021-09
Sports Direct,Tennessee,Men's Street Footwear,13.0,203,264,119,Outlet,2021,2021-03
Sports Direct,Tennessee,Men's Athletic Footwear,17.0,203,345,145,Outlet,2021,2021-03
Sports Direct,Tennessee,Women's Street Footwear,40.0,203,812,414,Outlet,2021,2021-04
Sports Direct,Tennessee,Men's Street Footwear,24.0,203,487,234,Outlet,2021,2021-05
Sports Direct,Alabama,Women's Apparel,39.0,203,792,562,Outlet,2021,2021-09
Sports Direct,Idaho,Women's Street Footwear,43.0,203,873,393,Outlet,2021,2021-09
Sports Direct,Idaho,Men's Street Footwear,27.0,203,548,252,Outlet,2021,2021-11
Sports Direct,Georgia,Men's Street Footwear,35.0,203,711,306,Outlet,2021,2021-06
Amazon,New Hampshire,Men's Street Footwear,48.0,203,974,448,Outlet,2021,2021-08
West Gear,California,Women's Apparel,67.0,202,1353,284,Online,2021,2021-02
West Gear,Colorado,Men's Street Footwear,64.0,202,1293,776,Online,2020,2020-04
Sports Direct,Florida,Women's Athletic Footwear,49.0,202,990,436,Online,2020,2020-10
Foot Locker,Florida,Men's Apparel,60.0,202,1212,594,Online,2020,2020-05
Sports Direct,Tennessee,Women's Apparel,38.0,202,768,514,Online,2021,2021-04
Sports Direct,Tennessee,Men's Athletic Footwear,42.0,202,848,433,Online,2021,2021-04
Kohl's,Wyoming,Men's Street Footwear,50.0,202,1010,646,Online,2021,2021-10
Foot Locker,Virginia,Men's Athletic Footwear,76.0,202,1535,737,Online,2021,2021-08
West Gear,Idaho,Men's Athletic Footwear,52.0,202,1050,546,Online,2021,2021-07
Foot Locker,South Carolina,Women's Athletic Footwear,52.0,202,1050,441,Online,2021,2021-07
Foot Locker,South Carolina,Women's Street Footwear,43.0,202,869,304,Online,2021,2021-11
Sports Direct,North Carolina,Men's Athletic Footwear,55.0,202,1111,500,Online,2021,2021-12
Sports Direct,Tennessee,Men's Street Footwear,18.0,202,364,135,Outlet,2021,2021-03
Sports Direct,Tennessee,Women's Street Footwear,26.0,202,525,231,Outlet,2021,2021-04
Sports Direct,Tennessee,Women's Apparel,43.0,202,869,573,Outlet,2021,2021-05
Sports Direct,Alabama,Men's Athletic Footwear,16.0,202,323,152,Outlet,2021,2021-08
West Gear,Florida,Women's Street Footwear,26.0,202,525,152,Outlet,2021,2021-01
West Gear,Oregon,Men's Athletic Footwear,47.0,202,949,389,Outlet,2021,2021-06
West Gear,Oregon,Men's Athletic Footwear,37.0,202,747,291,Outlet,2021,2021-11
Sports Direct,Texas,Women's Athletic Footwear,32.0,201,643,354,Outlet,2021,2021-09
West Gear,Nevada,Men's Athletic Footwear,52.0,201,1045,261,Outlet,2020,2020-03
Sports Direct,Tennessee,Men's Street Footwear,28.0,201,563,293,Outlet,2021,2021-05
Walmart,Florida,Men's Street Footwear,44.0,201,884,292,Outlet,2021,2021-05
West Gear,Utah,Men's Street Footwear,24.0,201,482,227,Outlet,2021,2021-10
West Gear,Oregon,Women's Apparel,55.0,201,1106,376,Outlet,2021,2021-12
Sports Direct,Idaho,Men's Street Footwear,30.0,201,603,277,Outlet,2021,2021-10
Foot Locker,Arizona,Men's Athletic Footwear,34.0,201,683,321,Outlet,2021,2021-09
Sports Direct,Mississippi,Men's Athletic Footwear,44.0,201,884,327,Outlet,2021,2021-12
Foot Locker,Illinois,Women's Street Footwear,40.0,200,8000,2800,Outlet,2021,2021-07
Foot Locker,Illinois,Women's Athletic Footwear,40.0,200,8000,3200,Outlet,2021,2021-07
Foot Locker,Illinois,Women's Street Footwear,40.0,200,8000,2800,Outlet,2021,2021-07
Foot Locker,Pennsylvania,Women's Street Footwear,45.0,200,9000,3150,Outlet,2021,2021-12
West Gear,Colorado,Men's Apparel,45.0,200,9000,4500,In-store,2020,2020-03
Foot Locker,Minnesota,Women's Street Footwear,25.0,200,5000,1500,In-store,2020,2020-10
Foot Locker,Minnesota,Women's Apparel,40.0,200,8000,3600,Outlet,2020,2020-12
Foot Locker,Minnesota,Men's Athletic Footwear,35.0,200,7000,2100,Outlet,2020,2020-12
Foot Locker,Minnesota,Men's Athletic Footwear,40.0,200,8000,2400,Outlet,2020,2020-12
Kohl's,Montana,Men's Apparel,45.0,200,9000,5400,Outlet,2021,2021-01
Foot Locker,Nebraska,Women's Apparel,35.0,200,7000,3500,Outlet,2021,2021-06
Foot Locker,Nebraska,Women's Street Footwear,40.0,200,8000,2800,Outlet,2021,2021-07
Foot Locker,Nebraska,Men's Athletic Footwear,35.0,200,7000,2450,Outlet,2021,2021-07
Foot Locker,Nebraska,Women's Street Footwear,40.0,200,8000,2800,Outlet,2021,2021-07
Amazon,Maine,Women's Street Footwear,30.0,200,6000,2400,Outlet,2021,2021-10
Amazon,Maine,Women's Street Footwear,30.0,200,6000,2400,Outlet,2021,2021-10
Amazon,Maine,Women's Apparel,40.0,200,8000,3200,Outlet,2021,2021-10
Amazon,Maine,Women's Street Footwear,45.0,200,9000,3600,Outlet,2021,2021-11
Foot Locker,Wyoming,Women's Athletic Footwear,40.0,200,8000,2800,In-store,2021,2021-01
Foot Locker,Virginia,Women's Athletic Footwear,40.0,200,8000,2800,In-store,2021,2021-02
Foot Locker,Missouri,Women's Athletic Footwear,30.0,200,6000,2400,In-store,2021,2021-03
Foot Locker,Missouri,Women's Athletic Footwear,25.0,200,5000,2000,In-store,2021,2021-04
West Gear,Utah,Women's Athletic Footwear,40.0,200,8000,2800,In-store,2021,2021-01
West Gear,Oregon,Women's Athletic Footwear,40.0,200,8000,2800,In-store,2021,2021-02
Amazon,Ohio,Men's Athletic Footwear,40.0,200,8000,2800,Online,2021,2021-02
Amazon,Kentucky,Women's Street Footwear,40.0,200,8000,3200,Online,2021,2021-05
Amazon,Kentucky,Women's Athletic Footwear,30.0,200,6000,2400,Online,2021,2021-06
Amazon,Kentucky,Women's Athletic Footwear,35.0,200,7000,2800,Online,2021,2021-09
Amazon,Kentucky,Men's Apparel,45.0,200,9000,3150,Online,2021,2021-09
Walmart,Arkansas,Women's Athletic Footwear,20.0,200,4000,1600,Online,2021,2021-03
West Gear,Oklahoma,Women's Athletic Footwear,20.0,200,4000,1600,Online,2021,2021-10
West Gear,Oklahoma,Men's Apparel,30.0,200,6000,2100,Online,2021,2021-10
Kohl's,Oklahoma,Women's Athletic Footwear,20.0,200,4000,1400,Online,2021,2021-01
Kohl's,Kansas,Men's Athletic Footwear,25.0,200,5000,1750,Online,2021,2021-04
Kohl's,Kansas,Women's Street Footwear,15.0,200,3000,1050,Online,2021,2021-04
Kohl's,Kansas,Women's Athletic Footwear,35.0,200,7000,2450,Online,2021,2021-05
Kohl's,Kansas,Women's Street Footwear,20.0,200,4000,1400,Online,2021,2021-10
Foot Locker,South Dakota,Men's Athletic Footwear,40.0,200,8000,2400,Online,2021,2021-03
Foot Locker,South Dakota,Women's Street Footwear,35.0,200,7000,2100,Online,2021,2021-06
Foot Locker,South Dakota,Women's Athletic Footwear,40.0,200,8000,2400,Online,2021,2021-08
Sports Direct,North Dakota,Men's Athletic Footwear,30.0,200,6000,1800,Online,2021,2021-03
Sports Direct,North Dakota,Men's Athletic Footwear,45.0,200,9000,2700,In-store,2021,2021-05
Sports Direct,North Dakota,Women's Street Footwear,30.0,200,6000,1800,In-store,2021,2021-06
Sports Direct,North Dakota,Women's Athletic Footwear,40.0,200,8000,2400,In-store,2021,2021-08
Foot Locker,North Dakota,Women's Street Footwear,20.0,200,4000,1200,In-store,2021,2021-02
Foot Locker,Iowa,Women's Street Footwear,35.0,200,7000,2100,In-store,2021,2021-05
Foot Locker,Iowa,Women's Street Footwear,25.0,200,5000,1500,In-store,2021,2021-06
Foot Locker,Iowa,Women's Athletic Footwear,40.0,200,8000,2400,In-store,2021,2021-08
West Gear,Iowa,Women's Athletic Footwear,35.0,200,7000,2100,In-store,2021,2021-11
West Gear,Iowa,Women's Street Footwear,20.0,200,4000,1200,In-store,2021,2021-02
West Gear,Wisconsin,Men's Athletic Footwear,40.0,200,8000,2800,In-store,2021,2021-05
West Gear,Wisconsin,Women's Street Footwear,25.0,200,5000,1500,In-store,2021,2021-06
West Gear,Wisconsin,Women's Athletic Footwear,40.0,200,8000,2400,In-store,2021,2021-08
West Gear,Wisconsin,Women's Apparel,40.0,200,8000,3200,In-store,2021,2021-09
West Gear,Wisconsin,Men's Apparel,45.0,200,9000,2700,In-store,2021,2021-01
West Gear,Wisconsin,Men's Athletic Footwear,35.0,200,7000,2800,In-store,2021,2021-02
West Gear,Indiana,Men's Apparel,45.0,200,9000,2700,In-store,2021,2021-02
West Gear,Indiana,Men's Athletic Footwear,25.0,200,5000,2000,In-store,2021,2021-04
West Gear,Indiana,Women's Street Footwear,15.0,200,3000,1050,In-store,2021,2021-04
West Gear,Indiana,Men's Apparel,45.0,200,9000,2700,In-store,2021,2021-05
West Gear,Indiana,Women's Street Footwear,30.0,200,6000,2100,In-store,2021,2021-06
West Gear,Indiana,Women's Athletic Footwear,40.0,200,8000,2800,In-store,2021,2021-08
West Gear,Indiana,Men's Apparel,45.0,200,9000,3600,In-store,2021,2021-01
West Gear,Indiana,Men's Athletic Footwear,40.0,200,8000,3200,In-store,2021,2021-02
West Gear,West Virginia,Women's Athletic Footwear,35.0,200,7000,2800,In-store,2021,2021-05
West Gear,Maryland,Women's Apparel,35.0,200,7000,2100,In-store,2021,2021-04
Sports Direct,Maryland,Women's Street Footwear,40.0,200,8000,2800,In-store,2021,2021-07
Sports Direct,Maryland,Women's Street Footwear,40.0,200,8000,2800,In-store,2021,2021-08
Foot Locker,Delaware,Women's Athletic Footwear,45.0,200,9000,3600,In-store,2021,2021-09
Kohl's,New Jersey,Men's Athletic Footwear,35.0,200,7000,2450,In-store,2021,2021-03
Kohl's,New Jersey,Women's Athletic Footwear,40.0,200,8000,3200,In-store,2021,2021-05
Kohl's,New Jersey,Women's Athletic Footwear,40.0,200,8000,3200,In-store,2021,2021-08
Sports Direct,New Jersey,Men's Athletic Footwear,40.0,200,8000,3200,In-store,2021,2021-02
Sports Direct,Connecticut,Men's Athletic Footwear,40.0,200,8000,3200,In-store,2021,2021-04
Sports Direct,Connecticut,Women's Street Footwear,30.0,200,6000,1800,In-store,2021,2021-04
Sports Direct,Connecticut,Women's Street Footwear,45.0,200,9000,2700,In-store,2021,2021-09
Foot Locker,Rhode Island,Women's Apparel,35.0,200,7000,2800,In-store,2021,2021-04
Foot Locker,Rhode Island,Women's Street Footwear,40.0,200,8000,3200,In-store,2021,2021-05
Foot Locker,Rhode Island,Women's Athletic Footwear,40.0,200,8000,3200,In-store,2021,2021-06
Foot Locker,Rhode Island,Women's Athletic Footwear,40.0,200,8000,3200,In-store,2021,2021-07
Sports Direct,Rhode Island,Women's Street Footwear,30.0,200,6000,1500,In-store,2021,2021-02
Sports Direct,Massachusetts,Women's Street Footwear,30.0,200,6000,1500,In-store,2021,2021-03
Sports Direct,Massachusetts,Women's Apparel,40.0,200,8000,2400,In-store,2021,2021-03
Amazon,New Hampshire,Women's Athletic Footwear,45.0,200,9000,2700,In-store,2021,2021-02
West Gear,California,Women's Street Footwear,60.0,200,1200,564,Online,2021,2021-01
Kohl's,California,Women's Apparel,60.0,200,1200,372,Online,2021,2021-04
Sports Direct,Texas,Men's Athletic Footwear,49.0,200,980,470,Online,2021,2021-09
Sports Direct,Tennessee,Men's Street Footwear,53.0,200,1060,615,Online,2021,2021-05
Walmart,Florida,Men's Athletic Footwear,82.0,200,1640,574,Online,2021,2021-12
Sports Direct,Virginia,Men's Street Footwear,34.0,200,680,428,Online,2021,2021-02
West Gear,Oregon,Men's Street Footwear,81.0,200,1620,778,Online,2021,2021-08
Foot Locker,South Carolina,Women's Apparel,59.0,200,1180,708,Online,2021,2021-05
Foot Locker,South Carolina,Men's Athletic Footwear,49.0,200,980,441,Online,2021,2021-06
Sports Direct,North Carolina,Men's Athletic Footwear,58.0,200,1160,522,Online,2021,2021-08
Walmart,Texas,Women's Athletic Footwear,37.0,200,740,370,Outlet,2020,2020-09
Sports Direct,Texas,Women's Street Footwear,19.0,200,380,152,Outlet,2021,2021-09
Sports Direct,Alabama,Men's Athletic Footwear,14.0,200,280,146,Outlet,2021,2021-10
West Gear,Florida,Women's Apparel,64.0,200,1280,614,Outlet,2021,2021-12
Foot Locker,Louisiana,Men's Street Footwear,18.0,200,360,115,Outlet,2021,2021-02
Foot Locker,Idaho,Men's Street Footwear,21.0,200,420,155,Outlet,2021,2021-03
Sports Direct,Idaho,Women's Apparel,36.0,200,720,418,Outlet,2021,2021-09
Sports Direct,Georgia,Men's Athletic Footwear,44.0,200,880,370,Outlet,2021,2021-08
